dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,PROJETO DE LEI,PL,370,1983,GOVERNADOR DO ESTADO,"CRIA O ENSINO DE SEGUNDO GRAU NA ESCOLA ESTADUAL PADRE ALBERTO FUGER, NO
MUNICÍPIO DE CAMPO BELO.","CRIAÇÃO, ENSINO DE SEGUNDO GRAU, ESTABELECIMENTO DE ENSINO, MUNICÍPIO,
CAMPO BELO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-05,000143201,PL. 370 1983 - PROJETO DE LEI,,ESTABELECIMENTO DE ENSINO,LEI 8500 1983 - LEI ORDINÁRIA,20131015,1541,rosanacf,1983-10-03,"list(passo = 1, data = ""1983-10-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO, FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 11 11 1983\nAPROVADO O PROJETO NA FORMA DO ORIGINAL. CUMPRA-SE O DISPOSTO NO\nART. 42, PARÁGRAFO SEGUNDO COM A NOVA REDAÇÃO DADA PELA EMENDA\nÀ CONSTITUIÇÃO 22, DE 3 2 1982.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 12 1983"")",list(),list(),"list(descricao = ""MSG 141 1983"")",N,NA,NA,NULL,DELIBERAÇÃO DE PLENÁRIO,EDUCAÇÃO,NA,/legislacao/mineira/LEI/8500/1983,LEI 8500 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,369,1983,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"DISPÕE SOBRE APROVEITAMENTO DO PROFESSOR NAS FUNÇÕES DE AUXILIAR
DE SECRETARIA OU DE EVENTUAL, QUANDO INOCORRER NA ESCOLA
PROFESSOR AFASTADO DA REGÊNCIA POR LAUDO MÉDICO POLICIAL.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-10-04,000143203,PL. 369 1983 - PROJETO DE LEI,1698,NA,NA,20100203,1430,moreka,1983-09-30,"list(passo = 1, data = ""1983-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nARQUIVADO AO FINAL DA LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,368,1983,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESPÍRITA AMALIA DE GODOY, COM
SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-04,000143204,PL. 368 1983 - PROJETO DE LEI,2036,UTILIDADE PÚBLICA,LEI 8548 1984 - LEI ORDINÁRIA,20120130,1541,rosanacf,1983-09-30,"list(passo = 1, data = ""1983-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 18 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8548/1984,LEI 8548 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,367,1983,DEPUTADO JAIME MARTINS                     PFL,"DECLARA DE UTILIDADE PÚBLICA O LACTÁRIO NOSSA SENHORA DE FÁTIMA,
COM SEDE NO BAIRRO INTERLAGOS, NO MUNICÍPIO DE DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-04,000143205,PL. 367 1983 - PROJETO DE LEI,2800,UTILIDADE PÚBLICA,LEI 8526 1984 - LEI ORDINÁRIA,20120130,1542,rosanacf,1983-09-30,"list(passo = 1, data = ""1983-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 3 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 17 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 28 3 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 4 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2800, nome = ""DEPUTADO JAIME MARTINS"", partido = ""PFL"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8526/1984,LEI 8526 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,365,1983,GOVERNADOR DO ESTADO,"ESTIMA A RECEITA E FIXA A DESPESA DO ESTADO DE MINAS GERAIS PARA
O EXERCÍCIO FINANCEIRO DE 1984. (LOA 1984)",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-04,000143206,PL. 365 1983 - PROJETO DE LEI,,"ADMINISTRAÇÃO ESTADUAL
ORÇAMENTO",LEI 8481 1983 - LEI ORDINÁRIA,20131014,1652,rosanacf,1983-09-30,"list(passo = 1, data = ""1983-09-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 11 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1983, COM A EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1983\nCOMISSÕES:\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 23 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 7 12 1983 E 10 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 12 1983"")",list(),list(),"list(descricao = ""MSG 140 1983"")",N,NA,NA,NULL,DELIBERAÇÃO DE PLENÁRIO,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,/legislacao/mineira/LEI/8481/1983,LEI 8481 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,364,1983,GOVERNADOR DO ESTADO,"CRIA SISTEMAS OPERACIONAIS E SECRETARIAS DE ESTADO E DÁ OUTRAS
PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-10-01,000143207,PL. 364 1983 - PROJETO DE LEI,,"EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA",LEI 8502 1983 - LEI ORDINÁRIA,20131015,1542,rosanacf,1983-09-29,"list(passo = 1, data = ""1983-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 17 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 29 10 1983 (COM EMENDAS)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 25 11 1983\nSANCIONADO\nPUBLICAÇÃO: 20 12 1983"")",list(),list(),"list(descricao = ""MSG 132 1983"")",N,NA,NA,NULL,DELIBERAÇÃO DE PLENÁRIO,ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/8502/1983,LEI 8502 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,363,1983,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSOR OSVALDO VIEIRA
GONÇALVES À ESCOLA ESTADUAL SANTA ROSA II, DO MUNICÍPIO DE
UBERLÂNDIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, UBERLÂNDIA.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1983-09-30,000143210,PL. 363 1983 - PROJETO DE LEI,2042,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1613,rosanacf,1983-09-28,"list(passo = 1, data = ""1983-09-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nRETIRADO PELO AUTOR, ATRAVÉS DE REQUERIMENTO DEFERIDO NA REUNIÃO\nDE 13 6 1986, CONFORME O ITEM IX DO ART. 227 DO REGIMENTO\nINTERNO."")",list(),list(),NULL,N,NA,NA,"list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,362,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA O CENTRO DE PREPARAÇÃO EQUESTRE DA
LAGOA, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-30,000143211,PL. 362 1983 - PROJETO DE LEI,1680,UTILIDADE PÚBLICA,LEI 8547 1984 - LEI ORDINÁRIA,20120130,1542,rosanacf,1983-09-28,"list(passo = 1, data = ""1983-09-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 4 1984 (COM A EMENDA 1)\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 17 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 17 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 24 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8547/1984,LEI 8547 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,361,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA O SERVIÇO DE ASSISTÊNCIA SOCIAL
PAROQUIAL DE VÁRZEA DA PALMA, COM SEDE NAQUELA CIDADE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, VÁRZEA DA PALMA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-30,000143212,PL. 361 1983 - PROJETO DE LEI,1680,UTILIDADE PÚBLICA,LEI 8597 1984 - LEI ORDINÁRIA,20120130,1602,rosanacf,1983-09-28,"list(passo = 1, data = ""1983-09-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 27 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 12 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 2 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8597/1984,LEI 8597 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,358,1983,DEPUTADO MENDES BARROS                     PMDB,"MODIFICA DISPOSITIVO DA LEI 8285, DE 8 10 1982, QUE CONTÉM
A DIVISÃO ADMINISTRATIVA DO ESTADO DE MINAS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-09-29,000143213,PL. 358 1983 - PROJETO DE LEI,1688,NA,NA,20121106,1533,encnaves,1983-09-27,"list(passo = 1, data = ""1983-09-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO\nASSUNTOS MUNICIPAIS\nRELATOR: DEP. GERALDO RIBEIRO\nPARECER REJEITADO\nPUBLICAÇÃO: 23 4 1986\nNOVO PARECER\nRELATOR: DEP. LUIZ VICENTE\nPUBLICAÇÃO: 23 4 1986\nARQUIVADO, AO FINAL DA LEGISLATURA.\nDESARQUIVADO SOB O Nº PL 249 1987."")","list(expressao = ""(PL adj '249' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 249 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27249%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 249, ano = 1987)",list(),"list(expressao = ""(PL adj '194' adj 1983[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 194 1983"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27194%27+adj+1983%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 194, ano = 1983)",N,ARQUIVO,19870131,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,LEI 8285 1982 - LEI ORDINÁRIA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,357,1983,DEPUTADO PAULO ARAÚJO                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROF. SEBASTIÃO LOPES DE CARVALHO À
ESCOLA ESTADUAL BAIRRO DA CONCEIÇÃO, NO MUNICÍPIO DE VIÇOSA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VIÇOSA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-28,000143215,PL. 357 1983 - PROJETO DE LEI,2810,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8540 1984 - LEI ORDINÁRIA,20120503,1614,rosanacf,1983-09-26,"list(passo = 1, data = ""1983-09-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 25 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 13 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 5 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8540/1984,LEI 8540 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,355,1983,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL DE PROPRIEDADE DO ESTADO
À FUNDAÇÃO MINEIRA DE ARTE ALEIJADINHO - FUMA -, EM BELO HORIZONTE.","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-28,000143216,PL. 355 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8466 1983 - LEI ORDINÁRIA,20120530,1732,rosanacf,1983-09-26,"list(passo = 1, data = ""1983-09-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA, FINANÇAS (REUNIÃO CONJUNTA)\nPERDEU PRAZO NAS COMISSÕES. A DIRETORIA DA MESA ATRAVÉS DE\nREQUERIMENTO DO DEP. MENDES BARROS, DE ACORDO COM O ITEM XII DO\nART. 228 C/C O ART. 130 DO RI.\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 10 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1983"")",list(),list(),"list(descricao = ""MSG 124 1983"")",N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8466/1983,LEI 8466 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,354,1983,DEPUTADO JOSÉ PEREIRA                      PMDB,"DÁ A DENOMINAÇÃO DE AGNÉSIO CARVALHO DE SOUZA À RODOVIA MG-335, NO
TRECHO COMPREENDIDO ENTRE OS MUNICÍPIOS DE IJACI E LAVRAS.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, IJACI, LAVRAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-27,000143227,PL. 354 1983 - PROJETO DE LEI,2040,PRÓPRIO PÚBLICO,LEI 8601 1984 - LEI ORDINÁRIA,20120309,1055,rosanacf,1983-09-23,"list(passo = 1, data = ""1983-09-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 27 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 12 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 12 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8601/1984,LEI 8601 1984 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,343,1983,DEPUTADO ARTUR FAGUNDES                    PDS,"DISPENSA A PROVA DE QUITAÇÃO DA TAXA DE SERVIÇO CONTRA O FOGO
PARA A TRANSMISSÃO DE BENS IMÓVEIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-09-24,000143228,PL. 343 1983 - PROJETO DE LEI,739,NA,NA,19980101,NA,Carga,1983-09-22,"list(passo = 1, data = ""1983-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 10 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPARECER CONTRÁRIO A APROVAÇÃO. O PDS, COM SUA DECLARAÇÃO DE VOTO,\nE PELA APROVAÇÃO DO PROJETO.\nPUBLICAÇÃO: 6 10 1984\nARQUIVADO, AO FINAL DA 10ª LEGISLATURA"")",list(),list(),NULL,N,NA,NA,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,342,1983,DEPUTADO ADEMIR LUCAS                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA LAR DE JESUS,
DA CIDADE DE ESMERALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ESMERALDAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-24,000143229,PL. 342 1983 - PROJETO DE LEI,2030,UTILIDADE PÚBLICA,LEI 8505 1983 - LEI ORDINÁRIA,20120130,1602,rosanacf,1983-09-22,"list(passo = 1, data = ""1983-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 9 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO\nPUBLICAÇÃO: 4 11 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 23 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 7 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8505/1983,LEI 8505 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,341,1983,DEPUTADO JOSÉ MARIA BORGES                 PMDB,"DECLARA DE UTILIDADE PÚBLICA A COMISSÃO CASA DE CULTURA - CCC,
DE PATOS DE MINAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PATOS DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-09-24,000143230,PL. 341 1983 - PROJETO DE LEI,2806,UTILIDADE PÚBLICA,LEI 8507 1983 - LEI ORDINÁRIA,20120130,1604,rosanacf,1983-09-22,"list(passo = 1, data = ""1983-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 9 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 11 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 4 11 1983\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 23 11 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. PETRÔNIO MATIAS\nPUBLICAÇÃO: 7 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2806, nome = ""DEPUTADO JOSÉ MARIA BORGES"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8507/1983,LEI 8507 1983 - LEI ORDINÁRIA,NA
