dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,local,norma,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,observacao,tema,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1447,1981,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A CONTAGEM DE TEMPO DE SERVIÇO PRESTADO EM ATIVIDADE
VINCULADA AO REGIME DA LEI FEDERAL 3807, DE 26 8 1960, PARA EFEITO DE
APOSENTADORIA DE SERVIDORES PÚBLICOS ESTADUAIS, CIVIS E MILITARES.","NORMAS, CONTAGEM RECÍPROCA, TEMPO DE SERVIÇO, EFEITO, APOSENTADORIA,
SERVIDOR PÚBLICO ESTADUAL.
EXTENSÃO, VANTAGENS, CONTAGEM RECÍPROCA, TEMPO DE SERVIÇO, SERVIDOR,
ASSOCIADO, (SASSE).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-23,000144424,PL. 1447 1981 - PROJETO DE LEI,,"ADMINISTRAÇÃO ESTADUAL
PESSOAL",NA,NA,LEI 8079 1981 - LEI ORDINÁRIA,NA,20131016,1436,rosanacf,1981-09-21,"list(passo = 1, data = ""1981-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 3 10 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 11 1981."")",list(),list(),"list(descricao = ""MSG 547 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,ADMINISTRAÇÃO PÚBLICA,/legislacao/mineira/LEI/8079/1981,LEI 8079 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1446,1981,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE MÃES NOSSA SENHORA
DE FÁTIMA, DE VILA ISA, COM SEDE EM GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-09-19,000144426,PL. 1446 1981 - PROJETO DE LEI,1688,UTILIDADE PÚBLICA,NA,ARQUIVO,NA,19830131,20120131,1521,rosanacf,1981-09-17,"list(passo = 1, data = ""1981-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO.\nAPROVAÇÃO: 24 9 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1445,1981,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"DÁ A DENOMINAÇÃO DE DOUTOR MANOEL PEDRO SALES AO CENTRO DE SAÚDE DA
CIDADE DE AIMORÉS.","DENOMINAÇÃO, CENTRO DE SAÚDE, MUNICÍPIO, AIMORÉS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-19,000144427,PL. 1445 1981 - PROJETO DE LEI,1698,PRÓPRIO PÚBLICO,NA,NA,LEI 8169 1981 - LEI ORDINÁRIA,NA,20120507,1703,rosanacf,1981-09-17,"list(passo = 1, data = ""1981-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 3 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 3 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 5 3 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 18 3 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 3 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 4 1982."")",list(),list(),NULL,N,NA,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8169/1981,LEI 8169 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1444,1981,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL, MEDIANTE DOAÇÃO, AO
PATRIMÔNIO DO MUNICÍPIO DE CAMPOS GERAIS.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, CAMPOS GERAIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-18,000144428,PL. 1444 1981 - PROJETO DE LEI,,IMÓVEL,NA,NA,LEI 8085 1981 - LEI ORDINÁRIA,NA,20120605,1725,rosanacf,1981-09-16,"list(passo = 1, data = ""1981-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 11 1981\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 3 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ VICENTE\nPUBLICAÇÃO: 7 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1981."")",list(),list(),"list(descricao = ""MSG 546 1981"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/8085/1981,LEI 8085 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1443,1981,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A DESTINAÇÃO DO PRODUTO DA ALIENAÇÃO DE TERRA DEVOLUTA DO
ESTADO E DÁ OUTRAS PROVIDÊNCIAS.","NORMAS, DESTINAÇÃO, PRODUTO, ALIENAÇÃO, TERRA DEVOLUTA, PATRIMÔNIO,
FUNDAÇÃO RURAL MINEIRA COLONIZAÇÃO E DESENVOLVIMENTO AGRÁRIO
(RURALMINAS).
ALTERAÇÃO, NORMAS, RECEITA, RENDA, FUNDAÇÃO RURAL MINEIRA COLONIZAÇÃO E
DESENVOLVIMENTO AGRÁRIO (RURALMINAS).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-18,000144429,PL. 1443 1981 - PROJETO DE LEI,,"POLÍTICA FUNDIÁRIA
TERRA PÚBLICA",NA,NA,LEI 8078 1981 - LEI ORDINÁRIA,NA,20160719,1053,malves,1981-09-16,"list(passo = 1, data = ""1981-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 10 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, AGROPECUÁRIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 3 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1981."")",list(),list(),"list(descricao = ""MSG 545 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,POLÍTICA FUNDIÁRIA,/legislacao/mineira/LEI/8078/1981,LEI 8078 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1442,1981,GOVERNADOR DO ESTADO,"CRIA COLÉGIOS TIRADENTES DA POLÍCIA MILITAR NAS CIDADES
DE IPATINGA E PATOS DE MINAS.","CRIAÇÃO, ESTABELECIMENTO DE ENSINO, (PMMG), MUNICÍPIO, IPATINGA, PATOS
DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-18,000144430,PL. 1442 1981 - PROJETO DE LEI,,"POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG)
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8080 1981 - LEI ORDINÁRIA,NA,20131016,1438,rosanacf,1981-09-16,"list(passo = 1, data = ""1981-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 10 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 3 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 11 1981."")",list(),list(),"list(descricao = ""MSG 544 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,EDUCAÇÃO,/legislacao/mineira/LEI/8080/1981,LEI 8080 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1441,1981,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO A GUIOMAR BASTOS ESCOBAR, VIÚVA DE EX-DEPUTADO
ESTADUAL. (DEPUTADO ULISSES ESCOBAR).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-18,000144431,PL. 1441 1981 - PROJETO DE LEI,NA,NA,NA,NA,LEI 8082 1981 - LEI ORDINÁRIA,NA,19980101,NA,Carga,1981-09-16,"list(passo = 1, data = ""1981-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 10 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1981\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 3 10 1981\nSAÚDE\nDISCUSSÃO ÚNICA\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 3 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 4 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 11 1981."")",list(),list(),"list(descricao = ""MSG 543 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8082/1981,LEI 8082 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1440,1981,GOVERNADOR DO ESTADO,"MODIFICA A REDAÇÃO DO ART. 57 E SEU PARÁGRAFO PRIMEIRO DA RESOLUÇÃO 61 DO
TRIBUNAL DE JUSTIÇA DE 8 12 1975, ALTERADA PELA LEI 7655 DE 21 12 1979 E
DÁ OUTRAS PROVIDÊNCIAS. (DISPÕE SOBRE ORGANIZAÇÃO E DIVISÃO JUDICIÁRIA
DO ESTADO, AUMENTA O NÚMERO DE JUÍZES NO TRIBUNAL DE ALÇADA E NA CÂMARA
CRIMINAL E CRIA QUATRO CARGOS DE PROVIMENTO EM COMISSÃO DE AUXILIAR
JUDICIÁRIO).","ALTERAÇÃO, ORGANIZAÇÃO JUDICIÁRIA, COMPOSIÇÃO, TRIBUNAL DE ALÇADA DO
ESTADO DE MINAS GERAIS (TAMG).
ALTERAÇÃO, NÚMERO, CARGO EM COMISSÃO, AUXILIAR JUDICIÁRIO, QUADRO
PERMANENTE, SECRETARIA, SERVIÇOS AUXILIARES, TRIBUNAL DE ALÇADA DO
ESTADO DE MINAS GERAIS (TAMG).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR, TRIBUNAL DE
ALÇADA DO ESTADO DE MINAS GERAIS (TAMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-18,000144432,PL. 1440 1981 - PROJETO DE LEI,,"ORGANIZAÇÃO JUDICIÁRIA
PESSOAL
TRIBUNAL DE ALÇADA DO ESTADO DE MINAS GERAIS (TAMG)",NA,NA,LEI 8077 1981 - LEI ORDINÁRIA,NA,20170123,1544,malves,1981-09-16,"list(passo = 1, data = ""1981-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 14 10 1987\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 3 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1981."")",list(),list(),"list(descricao = ""MSG 542 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,ADMINISTRAÇÃO PÚBLICA,/legislacao/mineira/LEI/8077/1981,LEI 8077 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1439,1981,DEPUTADO FERNANDO JUNQUEIRA                PDS,"DISPÕE SOBRE CUMPRIMENTO DO REGIME DE PRISÃO-ALBERGUE,
REGULADO PELA LEI 7226, DE 11 DE MAIO DE 1978.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-09-17,000144433,PL. 1439 1981 - PROJETO DE LEI,1468,NA,NA,ARQUIVO,NA,19830131,20090402,1023,m17663,1981-09-14,"list(passo = 1, data = ""1981-09-14"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1438,1981,DEPUTADO LUIZ JUNQUEIRA                    MDB,"CONCEDE A PAULO GUSTAVO GALVÃO O TÍTULO DE CIDADÃO HONORÁRIO
DO ESTADO DE MINAS GERAIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-17,000144434,PL. 1438 1981 - PROJETO DE LEI,324,NA,NA,NA,LEI 8332 1982 - LEI ORDINÁRIA,NA,19980101,NA,Carga,1981-09-14,"list(passo = 1, data = ""1981-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 10 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1982\nCOMISSÕES:\nCONSELHO PERMANENTE DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO GAMALIEL HERVAL\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 11 9 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 15 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO VASCONCELLOS\nPUBLICAÇÃO: 23 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 12 1982."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 324, nome = ""DEPUTADO LUIZ JUNQUEIRA"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/8332/1982,LEI 8332 1982 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1437,1981,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO INDEPENDENTE
DE RECREAÇÕES E DESPORTOS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-16,000144435,PL. 1437 1981 - PROJETO DE LEI,1192,UTILIDADE PÚBLICA,NA,NA,LEI 8137 1981 - LEI ORDINÁRIA,NA,20120131,1522,rosanacf,1981-09-14,"list(passo = 1, data = ""1981-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 12 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 12 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 17 11 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 2 12 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ PEREIRA\nPUBLICAÇÃO: 8 12 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1981."")",list(),list(),"list(descricao = ""PL. 1907 1978"")",N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/8137/1981,LEI 8137 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1436,1981,DEPUTADO JUAREZ HOSKEN                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSÓRCIO DE ENTIDADES DE
ASSISTÊNCIA E PROMOÇÃO SOCIAL - CEAPS, COM SEDE EM
CARANGOLA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARANGOLA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-16,000144436,PL. 1436 1981 - PROJETO DE LEI,2041,UTILIDADE PÚBLICA,NA,NA,LEI 8129 1981 - LEI ORDINÁRIA,NA,20120131,1522,rosanacf,1981-09-14,"list(passo = 1, data = ""1981-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 11 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 30 10 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 13 11 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8129/1981,LEI 8129 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1435,1981,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL QUE MENCIONA (NA CIDADE DE
PLANURA).","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, PLANURA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-12,000144437,PL. 1435 1981 - PROJETO DE LEI,1187,IMÓVEL,NA,NA,LEI 8240 1982 - LEI ORDINÁRIA,NA,20120605,1726,rosanacf,1981-09-10,"list(passo = 1, data = ""1981-09-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 5 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 21 5 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 5 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 1 5 1982\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 1 5 1982\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 1 5 1982\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 14 5 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 27 5 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 6 1982."")",list(),list(),NULL,N,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8240/1982,LEI 8240 1982 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1434,1981,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ENTIDADE SEARA ESPÍRITA
IRMÃ CELESTE, DE SETE LAGOAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SETE LAGOAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-09-11,000144438,PL. 1434 1981 - PROJETO DE LEI,2052,UTILIDADE PÚBLICA,NA,NA,LEI 8099 1981 - LEI ORDINÁRIA,NA,20120131,1522,rosanacf,1981-09-09,"list(passo = 1, data = ""1981-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 10 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 11 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 11 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 26 9 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 20 10 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 7 11 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8099/1981,LEI 8099 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
