dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,946,1984,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA A FEDERAÇÃO MINEIRA DE
FISICULTURISMO, COM SEDE EM BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-19,000142615,PL. 946 1984 - PROJETO DE LEI,2036,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8737 1984 - LEI ORDINÁRIA,20120130,0946,rosanacf,1984-09-17,"list(passo = 1, data = ""1984-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8737/1984,LEI 8737 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,945,1984,DEPUTADO FERRAZ CALDAS                     PMDB,DISPÕE SOBRE A CRIAÇÃO DO DIA MINEIRO DA CULTURA RACIONAL.,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-19,000142616,PL. 945 1984 - PROJETO DE LEI,1690,NA,NA,NA,20090330,1439,m17663,1984-09-17,"list(passo = 1, data = ""1984-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 10 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ VICENTE\nPUBLICAÇÃO: 27 11 1986\nCULTURA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 27 11 1986\nARQUIVADO, AO FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,936,1984,DEPUTADO ARMANDO COSTA                     PMDB,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL DE PROPRIEDADE DO ESTADO
DE MINAS GERAIS AO MUNICÍPIO DE SÃO FRANCISCO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-15,000142635,PL. 936 1984 - PROJETO DE LEI,2794,NA,IMÓVEL,LEI 8984 1985 - LEI ORDINÁRIA,20120530,1635,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1985, NA FORMA DO SUBSTITUTIVO 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 8 5 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 8 5 1985\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 8 5 1985\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO ARAÚJO\nPUBLICAÇÃO: 4 7 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 9 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 10 1985"")",list(),list(),NULL,N,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, SÃO FRANCISCO.","list(id = 2794, nome = ""DEPUTADO ARMANDO COSTA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8984/1985,LEI 8984 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,935,1984,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL E MATERNIDADE MARIA
ELOY, SEDIADO NO MUNICÍPIO DE PALMA, MINAS GERAIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-15,000142636,PL. 935 1984 - PROJETO DE LEI,2810,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8743 1984 - LEI ORDINÁRIA,20120130,0947,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PALMA.","list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8743/1984,LEI 8743 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,934,1984,DEPUTADO FERNANDO RAINHO                   PDS,"PROÍBE DESPESAS COM FESTIVIDADES E HOMENAGENS A AUTORIDADES NOS
ÓRGÃOS PÚBLICOS ESTADUAIS E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-15,000142637,PL. 934 1984 - PROJETO DE LEI,2796,DELIBERAÇÃO DE PLENÁRIO,ADMINISTRAÇÃO ESTADUAL,LEI 9122 1985 - LEI ORDINÁRIA,20131014,1730,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 27 8 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 27 8 1985\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 27 8 1985\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 1 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 12 1985"")",list(),list(),NULL,N,NA,"list(id = 2796, nome = ""DEPUTADO FERNANDO RAINHO"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/9122/1985,LEI 9122 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,933,1984,DEPUTADO FERNANDO RAINHO                   PDS,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MUSICAL EUTERPE SÃO
JOSÉ, DE PALMA, MINAS GERAIS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-15,000142638,PL. 933 1984 - PROJETO DE LEI,2796,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8785 1985 - LEI ORDINÁRIA,20120130,0947,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 11 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 3 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 13 11 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 11 12 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 3 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 4 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PALMA.","list(id = 2796, nome = ""DEPUTADO FERNANDO RAINHO"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8785/1985,LEI 8785 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,932,1984,DEPUTADO PEDRO NARCISO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMUNITÁRIA E EDUCATIVA
DO BAIRRO CONCÓRDIA, EM BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-15,000142639,PL. 932 1984 - PROJETO DE LEI,1693,NA,UTILIDADE PÚBLICA,NA,20120130,0947,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1693, nome = ""DEPUTADO PEDRO NARCISO"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,931,1984,DEPUTADO FERNANDO JUNQUEIRA                PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL FRANCISCO SOUZA CASTRO À ESCOLA
ESTADUAL DO DISTRITO DE ITUÍ, DE SÃO JOÃO NEPOMUCENO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-15,000142640,PL. 931 1984 - PROJETO DE LEI,1468,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8772 1984 - LEI ORDINÁRIA,20120425,1026,rosanacf,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 11 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 11 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 27 10 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 13 11 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RAIMUNDO REZENDE\nPUBLICAÇÃO: 30 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 12 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SÃO JOÃO NEPOMUCENO.","list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8772/1984,LEI 8772 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,930,1984,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"AUTORIZA O PODER EXECUTIVO A DISPENSAR O SERVIDOR APOSENTADO DA
CONTRIBUIÇÃO PARA O INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES
DO ESTADO DE MINAS GERAIS - IPSEMG.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-15,000142641,PL. 930 1984 - PROJETO DE LEI,1698,NA,NA,NA,20090330,1421,m17663,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 4 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 26 6 1986\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 26 6 1986\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 26 6 1986\nARQUIVADO, AO FINAL DA LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO AUTOR.\nRECEBEU O NÚMERO PL 250 1987."")","list(expressao = ""(PL adj '250' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 250 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27250%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 250, ano = 1987)","list(expressao = ""(PL adj 2233 adj 1986[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2233 1986"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2233+adj+1986%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2233, ano = 1986)",NULL,N,NA,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,929,1984,DEPUTADO AGOSTINHO PATRÚS                  PSDB,"AUTORIZA O PODER EXECUTIVO A APLICAR AO SERVIDOR PÚBLICO DA
ADMINISTRAÇÃO DIRETA OU INDIRETA O DISPOSTO NO PARÁGRAFO
TERCEIRO DO ARTIGO 48 DA LEI 7109, DE 13 10 1977: PROMOÇÃO
AUTOMÁTICA AO GRAU FINAL DA CLASSE, APÓS 30 ANOS DE EFETIVO
EXERCÍCIO, SE DO SEXO FEMININO E 35 ANOS DO SEXO MASCULINO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-15,000142642,PL. 929 1984 - PROJETO DE LEI,2790,NA,NA,NA,20090330,1421,m17663,1984-09-13,"list(passo = 1, data = ""1984-09-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 6 1985\nCOMISSÕES:\nJUSTIÇA\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 5 7 1985\nARQUIVADO, AO FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2790, nome = ""DEPUTADO AGOSTINHO PATRÚS"", partido = ""PSDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,918,1984,DEPUTADO FERNANDO RAINHO                   PDS,"DECLARA DE UTILIDADE PÚBLICA O CORAL NOSSA SENHORA DA CONCEIÇÃO,
DO DISTRITO DE ENGENHEIRO CORREA, MUNICÍPIO DE OURO PRETO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-14,000142644,PL. 918 1984 - PROJETO DE LEI,2796,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8908 1985 - LEI ORDINÁRIA,20120130,0948,rosanacf,1984-09-12,"list(passo = 1, data = ""1984-09-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 6 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 27 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 8 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 1 6 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 19 6 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 7 8 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 8 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO PRETO.","list(id = 2796, nome = ""DEPUTADO FERNANDO RAINHO"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8908/1985,LEI 8908 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,917,1984,DEPUTADO LUIZ VICENTE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA O SERVIÇO DE OBRAS SOCIAIS - SOS,
COM SEDE NO MUNICÍPIO DE GUAXUPÉ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-14,000142645,PL. 917 1984 - PROJETO DE LEI,2044,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8742 1984 - LEI ORDINÁRIA,20120130,0948,rosanacf,1984-09-12,"list(passo = 1, data = ""1984-09-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 13 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GUAXUPÉ.","list(id = 2044, nome = ""DEPUTADO LUIZ VICENTE"", partido = ""PSDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8742/1984,LEI 8742 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,916,1984,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,"DECLARA DE UTILIDADE PÚBLICA O SINDICATO DOS ODONTOLOGISTAS DE
MINAS GERAIS - SOMGE. (SEDE: BELO HORIZONTE)",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-14,000142646,PL. 916 1984 - PROJETO DE LEI,1685,NA,UTILIDADE PÚBLICA,NA,20120130,0952,rosanacf,1984-09-12,"list(passo = 1, data = ""1984-09-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,914,1984,DEPUTADO GERALDO RIBEIRO                   PMDB,"DÁ A DENOMINAÇÃO DE MARIA DO CARMO LEAL SANTOS (D. NHANHÁ) À ESCOLA
ESTADUAL DE PASSA-DEZ, DISTRITO DE BOM JESUS DO GALHO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-09-13,000142647,PL. 914 1984 - PROJETO DE LEI,2797,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120425,1035,rosanacf,1984-09-11,"list(passo = 1, data = ""1984-09-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1984\nARQUIVADO FINAL DE LEGISLATURA"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PASSA-DEZ.","list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,913,1984,DEPUTADO ROBERTO JUNQUEIRA                 PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL DE PRIMEIRO GRAU WILSON HEDY
MOLINARI À ESCOLA ESTADUAL DE PRIMEIRO GRAU DO BAIRRO DE VILA CRUZ, DE
POÇOS DE CALDAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-09-12,000142648,PL. 913 1984 - PROJETO DE LEI,2051,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8747 1984 - LEI ORDINÁRIA,20120425,1042,rosanacf,1984-09-10,"list(passo = 1, data = ""1984-09-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 9 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, POÇOS DE CALDAS.","list(id = 2051, nome = ""DEPUTADO ROBERTO JUNQUEIRA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8747/1984,LEI 8747 1984 - LEI ORDINÁRIA
